,Alabama-apple-driving,Alabama-apple-walking,Alaska-apple-driving,Alaska-apple-walking,Arizona-apple-driving,Arizona-apple-walking,Arkansas-apple-driving,Arkansas-apple-walking,California-apple-driving,California-apple-walking,Colorado-apple-driving,Colorado-apple-walking,Connecticut-apple-driving,Connecticut-apple-walking,Delaware-apple-driving,Delaware-apple-walking,Florida-apple-driving,Florida-apple-walking,Georgia-apple-driving,Georgia-apple-walking,Hawaii-apple-driving,Hawaii-apple-walking,Idaho-apple-driving,Idaho-apple-walking,Illinois-apple-driving,Illinois-apple-walking,Indiana-apple-driving,Indiana-apple-walking,Iowa-apple-driving,Iowa-apple-walking,Kansas-apple-driving,Kansas-apple-walking,Kentucky-apple-driving,Kentucky-apple-walking,Louisiana-apple-driving,Louisiana-apple-walking,Maine-apple-driving,Maine-apple-walking,Maryland-apple-driving,Maryland-apple-walking,Massachusetts-apple-driving,Massachusetts-apple-walking,Michigan-apple-driving,Michigan-apple-walking,Minnesota-apple-driving,Minnesota-apple-walking,Mississippi-apple-driving,Mississippi-apple-walking,Missouri-apple-driving,Missouri-apple-walking,Montana-apple-driving,Montana-apple-walking,Nebraska-apple-driving,Nebraska-apple-walking,Nevada-apple-driving,Nevada-apple-walking,New Hampshire-apple-driving,New Hampshire-apple-walking,New Jersey-apple-driving,New Jersey-apple-walking,New Mexico-apple-driving,New Mexico-apple-walking,New York-apple-driving,New York-apple-walking,North Carolina-apple-driving,North Carolina-apple-walking,North Dakota-apple-driving,North Dakota-apple-walking,Ohio-apple-driving,Ohio-apple-walking,Oklahoma-apple-driving,Oklahoma-apple-walking,Oregon-apple-driving,Oregon-apple-walking,Pennsylvania-apple-driving,Pennsylvania-apple-walking,Rhode Island-apple-driving,Rhode Island-apple-walking,South Carolina-apple-driving,South Carolina-apple-walking,South Dakota-apple-driving,South Dakota-apple-walking,Tennessee-apple-driving,Tennessee-apple-walking,Texas-apple-driving,Texas-apple-walking,Utah-apple-driving,Utah-apple-walking,Vermont-apple-driving,Vermont-apple-walking,Virginia-apple-driving,Virginia-apple-walking,Washington-apple-driving,Washington-apple-walking,West Virginia-apple-driving,West Virginia-apple-walking,Wisconsin-apple-driving,Wisconsin-apple-walking,Wyoming-apple-driving,Wyoming-apple-walking
2021-06-03,174.36,183.26,211.41,262.75,131.05,136.69,185.69,204.98,132.85,131.88,159.61,180.0,153.07,162.05,174.13,203.03,140.19,158.75,164.78,179.33,131.67,148.96,224.82,242.15,168.85,202.05,176.19,129.21,192.21,200.42,178.3,235.42,171.27,193.86,136.75,62.35,195.51,279.47,143.12,163.65,146.68,150.96,166.23,186.87,161.54,219.79,177.08,228.0,168.93,218.23,285.04,320.89,197.33,198.52,165.16,199.25,160.69,199.23,143.21,170.19,164.55,209.89,137.68,105.75,162.52,186.81,191.86,242.71,162.81,170.75,176.03,178.7,159.72,169.29,149.74,126.91,161.68,188.13,183.91,209.88,292.33,331.66,171.32,197.8,149.45,168.37,205.77,253.19,148.89,144.75,148.48,146.36,171.73,175.78,171.87,130.54,181.49,242.44,310.56,396.46
2021-06-04,205.77,213.19,242.14,301.35,144.37,157.53,216.58,238.58,152.65,154.42,179.12,221.38,182.24,202.55,208.33,245.98,158.22,189.19,189.66,226.45,146.95,162.85,256.35,296.99,197.31,255.1,207.83,161.52,224.83,240.63,204.12,274.61,204.49,249.96,152.15,78.43,225.54,353.67,174.51,214.8,168.42,182.46,193.55,232.82,188.71,261.36,209.5,273.11,197.19,278.99,316.87,383.14,228.04,242.88,193.9,264.36,191.41,246.65,176.9,218.89,187.34,251.62,166.37,135.55,192.3,236.62,209.05,261.93,197.33,228.71,203.07,216.25,183.5,201.89,181.19,166.13,186.06,248.22,212.03,252.25,340.33,404.34,198.55,252.88,170.96,211.33,227.61,289.22,179.31,201.63,178.0,183.97,197.62,204.78,200.55,161.1,217.94,309.17,348.38,459.57
2021-06-05,213.09,208.55,222.39,278.43,135.67,153.82,197.44,226.48,147.86,167.17,168.56,217.74,195.66,236.35,209.23,259.51,150.93,195.81,184.73,237.89,140.85,164.47,237.49,282.52,189.65,293.58,200.68,162.74,223.77,249.49,195.38,270.38,199.65,243.92,137.37,79.89,239.47,399.76,181.43,237.45,169.21,212.94,191.54,249.6,185.18,265.53,201.53,255.95,186.87,280.2,311.42,376.45,227.08,255.87,181.64,278.28,207.02,291.32,191.83,284.6,180.43,243.14,178.76,172.45,191.99,261.41,182.83,245.66,191.35,240.27,186.18,202.11,166.78,201.72,182.51,192.4,204.01,313.15,210.46,277.6,336.28,410.96,189.22,262.1,163.72,220.22,218.08,290.61,179.47,215.35,188.0,207.65,182.9,207.84,197.28,160.79,218.32,346.74,336.14,428.53
2021-06-06,141.57,132.62,185.28,228.87,107.03,113.58,144.27,139.5,120.11,126.94,137.94,160.76,157.86,169.88,175.3,199.38,119.29,144.1,139.34,161.52,121.97,149.43,181.46,192.25,145.93,198.76,151.67,107.22,174.08,156.44,146.98,172.97,147.63,155.87,103.95,51.06,213.87,301.78,142.18,167.54,140.63,148.69,148.18,166.64,150.58,192.36,139.05,150.26,145.98,180.5,270.61,275.47,173.27,156.46,153.32,211.96,176.88,216.91,163.68,209.54,149.55,175.41,143.15,120.16,143.24,165.85,146.47,175.72,146.42,157.84,139.92,124.61,134.87,142.1,143.13,126.58,177.68,219.44,156.67,183.19,288.84,295.87,141.84,162.49,125.96,150.69,142.2,178.1,159.62,151.26,146.54,146.83,143.44,145.94,162.79,115.79,174.12,219.06,316.04,323.24
2021-06-07,162.08,172.69,213.3,263.27,124.58,130.83,159.52,173.65,123.62,123.52,151.41,161.52,154.29,166.98,164.55,216.1,133.61,151.05,148.5,165.71,130.03,152.95,216.36,242.96,148.93,169.79,161.06,118.37,180.91,183.82,165.41,216.29,158.86,186.89,126.6,56.49,205.17,286.65,139.67,166.51,144.54,153.83,151.97,165.11,152.73,208.13,159.1,213.58,152.03,196.61,292.29,343.59,183.78,185.12,160.64,194.47,158.17,195.83,148.54,184.56,159.18,208.32,138.37,110.06,155.85,181.77,177.48,236.08,155.14,163.48,158.62,157.42,144.16,152.48,147.73,128.2,166.94,198.6,172.27,202.05,295.17,316.76,159.72,177.45,137.66,159.07,189.04,225.48,150.83,158.85,144.86,145.12,156.59,159.6,163.03,130.1,170.74,220.19,307.15,392.79
2021-06-08,163.07,177.79,213.34,255.72,126.59,129.84,163.95,182.83,127.7,128.11,154.4,166.05,153.31,163.21,245.65,217.52,136.39,153.55,152.04,168.35,130.98,152.64,216.95,237.9,159.04,186.49,165.08,121.92,185.47,188.77,167.56,218.84,158.46,183.82,129.57,56.92,201.62,284.54,143.76,167.49,142.63,145.41,157.94,169.84,159.11,217.89,160.33,210.08,156.03,198.87,287.9,342.62,185.66,185.02,158.96,188.96,153.97,188.85,146.78,174.86,159.91,207.59,138.98,104.01,161.45,190.23,177.88,219.13,160.76,172.29,165.08,170.89,149.4,159.09,149.79,125.83,165.62,193.01,176.05,208.99,289.18,345.07,159.9,174.38,145.49,168.57,191.8,235.15,150.74,148.1,145.79,148.38,163.99,165.15,161.41,135.96,179.43,237.93,301.66,363.67
2021-06-09,167.63,180.81,217.73,260.82,130.96,132.17,172.42,186.85,131.54,130.29,158.84,172.31,161.4,173.71,167.2,207.62,139.31,154.46,159.29,173.34,134.77,153.72,221.45,242.96,165.48,196.48,168.72,124.95,188.27,189.66,170.29,218.25,161.71,185.23,133.43,57.22,207.73,317.44,144.79,172.89,150.94,161.96,166.28,185.55,164.23,224.58,162.15,211.74,159.66,201.79,299.78,348.1,190.45,185.08,159.87,189.2,163.44,199.79,150.27,181.42,160.64,205.07,146.59,117.81,162.8,187.74,189.07,234.46,161.09,169.18,165.47,168.22,161.25,169.58,155.97,134.24,169.23,197.01,183.58,210.88,300.36,336.32,161.9,173.77,149.58,170.76,195.8,227.68,157.43,159.34,146.54,143.74,172.08,176.96,164.04,131.16,184.11,238.96,316.27,390.11
2021-06-10,178.8,187.22,224.97,268.61,132.75,137.17,189.83,198.92,138.75,137.94,165.62,180.34,172.78,182.85,175.16,223.58,146.2,165.15,166.61,183.29,137.45,160.62,229.22,242.33,176.43,215.76,180.21,131.69,199.38,201.48,180.21,228.46,174.96,205.42,143.58,66.08,213.9,318.85,151.05,167.89,160.95,177.73,174.77,195.95,172.02,234.83,175.5,221.85,172.46,218.35,309.86,346.66,199.58,195.62,169.11,208.92,169.59,217.91,161.07,196.52,168.59,210.99,155.93,130.12,169.33,191.09,195.65,238.4,172.14,184.81,177.0,175.65,164.74,176.19,165.88,144.41,176.2,214.53,199.02,237.76,317.35,372.32,173.02,199.9,158.12,181.02,206.79,239.65,160.5,162.35,154.51,148.91,179.84,182.63,177.24,136.49,199.96,271.86,328.7,391.0
2021-06-11,205.97,218.2,249.07,300.88,147.09,162.29,216.01,233.0,159.78,162.0,185.02,226.33,199.01,216.84,206.6,244.51,162.73,193.13,190.9,225.69,141.17,171.1,269.76,292.08,200.26,276.56,212.07,158.6,228.57,242.74,201.62,254.21,203.8,246.95,163.35,85.19,238.57,371.4,175.44,191.31,179.47,207.08,198.41,235.0,192.53,270.41,211.35,270.57,194.54,252.72,348.64,408.5,218.28,221.38,186.73,262.42,198.48,246.45,182.15,223.89,193.2,255.96,174.91,151.83,191.97,235.18,210.76,263.49,194.83,223.69,199.23,214.08,183.25,198.42,183.54,164.31,200.76,270.53,224.36,276.08,356.04,405.91,198.44,252.19,180.99,218.15,227.77,274.22,188.07,209.12,178.29,173.46,207.51,207.35,206.61,158.18,226.03,315.24,368.94,447.25
2021-06-12,229.45,216.96,232.98,291.73,136.92,158.22,203.08,235.52,156.07,174.7,170.49,226.91,191.01,220.87,214.26,266.98,154.81,196.72,196.6,264.06,146.44,174.64,249.23,293.01,192.48,304.66,200.11,158.44,230.47,260.35,201.32,266.84,201.19,252.33,158.02,95.86,252.56,433.33,180.89,237.92,169.64,235.31,191.65,244.26,193.02,290.54,215.1,261.96,187.68,270.73,334.63,406.55,225.78,241.87,179.9,281.38,214.17,293.79,183.93,260.21,188.68,254.85,174.21,175.1,188.4,253.81,189.05,251.08,191.43,234.23,183.75,204.03,174.71,216.62,183.3,193.23,194.6,299.89,223.34,283.18,347.25,403.06,194.51,274.33,174.09,225.9,222.47,280.18,192.46,228.19,182.22,197.72,203.59,235.38,207.96,156.13,227.17,349.68,360.41,466.65
2021-06-13,155.12,144.44,195.26,242.78,107.3,111.7,166.06,151.88,130.05,135.8,142.62,164.68,157.06,166.2,173.91,200.88,120.38,140.27,148.03,169.46,126.29,159.25,193.41,197.31,156.54,227.33,161.5,111.11,181.42,162.28,149.54,171.5,157.79,158.29,115.67,57.48,222.81,335.08,139.61,162.84,143.68,170.49,154.66,176.55,157.19,204.5,153.2,171.32,149.33,178.35,301.82,295.08,174.72,157.07,154.83,217.63,184.91,223.53,149.37,187.96,154.68,185.92,139.44,124.66,148.31,172.39,158.07,167.92,147.88,154.92,141.29,142.67,145.34,149.81,141.7,126.93,166.49,216.54,169.41,200.68,310.53,294.09,155.12,183.03,133.64,152.2,147.07,164.78,173.72,166.93,147.43,146.32,158.3,156.05,163.83,106.59,190.49,250.41,344.56,348.53
2021-06-14,169.62,182.63,228.69,275.65,123.32,125.43,175.44,191.41,133.16,133.18,156.65,173.08,144.8,153.59,169.02,214.57,133.6,146.12,158.56,175.91,134.87,164.07,231.55,266.18,162.97,197.89,171.0,126.08,185.23,183.21,166.26,206.08,168.32,196.56,131.92,59.23,207.44,295.58,144.04,170.1,136.64,139.29,160.87,176.59,161.62,224.13,170.85,220.63,158.36,199.0,314.48,377.12,186.87,185.06,164.52,204.27,155.57,189.14,144.63,180.12,162.23,207.99,135.28,111.36,163.39,189.38,186.58,237.08,162.9,172.85,161.85,164.39,156.14,166.67,149.61,129.57,150.15,167.09,184.5,215.12,308.17,352.79,170.08,202.29,146.48,166.04,194.93,231.55,152.68,144.23,152.41,154.4,167.37,172.76,171.18,141.24,188.31,242.84,339.26,424.43
2021-06-15,169.98,187.45,228.92,286.32,125.54,125.02,175.18,201.37,136.42,136.08,160.6,175.51,165.4,178.23,181.18,223.96,135.75,147.54,162.68,181.92,135.98,164.12,229.25,252.52,165.66,200.04,175.46,131.82,187.99,192.12,170.33,211.93,168.88,195.92,132.99,57.89,210.61,316.89,148.97,178.73,147.02,158.21,169.05,186.28,167.91,234.72,170.61,218.7,162.11,208.0,317.3,365.35,192.41,188.37,162.15,192.56,163.02,212.32,156.3,200.01,164.83,210.75,148.57,129.0,165.6,193.75,189.47,234.4,168.02,180.02,165.33,170.1,158.08,169.49,156.79,137.75,162.16,186.6,188.15,217.54,304.37,338.74,173.19,202.67,150.29,170.95,197.44,234.7,158.95,166.12,154.21,157.69,172.74,175.04,167.68,132.8,191.62,252.43,336.83,402.64
2021-06-16,173.39,188.12,223.42,270.37,128.08,127.88,177.59,196.74,137.5,136.87,161.46,175.39,170.69,187.44,177.64,227.02,138.14,149.89,166.45,184.24,137.58,165.74,235.19,263.91,171.39,206.96,178.27,132.26,192.15,183.62,174.61,218.2,175.02,204.2,137.11,59.57,224.62,332.42,154.52,183.48,157.53,172.73,172.42,193.39,170.13,227.56,173.51,223.56,166.22,212.34,322.42,372.24,195.64,193.99,167.27,192.36,177.71,221.4,162.23,206.43,169.46,209.4,153.97,132.76,168.08,192.91,192.12,232.14,172.13,186.21,166.32,162.75,171.73,188.41,162.33,143.46,173.5,211.01,194.57,226.3,313.29,357.56,177.35,205.05,154.32,173.64,205.06,241.63,168.64,166.95,160.5,162.35,184.02,191.27,172.41,137.67,197.38,252.91,347.62,432.37
2021-06-17,184.93,195.72,241.09,280.27,135.44,132.29,191.97,206.69,143.17,143.41,168.62,187.13,180.73,195.87,188.67,238.85,145.54,162.96,178.02,199.06,139.35,167.59,251.75,275.94,178.73,220.76,188.0,138.76,198.68,196.8,184.84,232.09,184.11,212.99,147.44,66.24,234.96,356.27,162.45,190.12,165.94,182.1,182.0,203.1,176.57,234.04,184.91,233.47,174.16,220.25,338.73,385.04,209.43,204.98,169.89,209.97,186.7,236.97,171.38,214.77,178.63,226.85,165.71,141.69,176.42,205.55,205.83,260.06,181.7,197.21,174.44,174.41,184.16,195.25,168.0,148.8,184.56,232.01,206.01,242.96,329.58,368.94,188.46,219.04,161.23,184.69,216.11,251.07,179.06,176.71,170.43,170.15,197.15,203.25,182.8,145.2,205.42,277.26,367.9,430.45
2021-06-18,220.09,222.01,260.64,308.13,148.22,158.63,219.97,244.56,163.63,167.72,192.1,227.41,207.04,224.85,237.97,270.4,161.95,189.94,206.86,243.33,151.57,184.13,280.42,324.95,202.61,277.62,211.03,154.55,235.98,246.45,207.01,259.35,207.81,237.0,154.25,64.99,267.51,425.4,194.19,229.78,189.72,214.11,196.74,233.75,203.03,285.95,212.11,257.72,198.94,261.26,377.16,424.9,242.79,271.49,190.95,254.79,221.7,279.87,197.52,260.02,199.35,257.6,189.28,170.12,202.65,248.19,223.54,294.73,187.82,208.99,198.93,200.51,208.15,226.37,189.47,176.97,214.48,303.65,234.87,281.45,374.68,422.77,213.47,270.05,184.36,223.66,243.63,288.72,203.67,216.78,201.54,202.14,228.12,236.9,214.85,165.91,234.73,316.98,392.37,481.79
2021-06-19,191.47,180.9,240.63,334.46,136.53,154.69,205.94,233.89,158.77,178.6,173.49,233.06,200.26,216.06,226.1,267.01,152.59,194.36,178.51,218.39,156.56,180.86,260.03,309.35,198.76,306.72,192.47,153.32,231.4,262.48,192.15,246.1,192.68,235.05,133.3,74.93,264.04,448.67,178.91,228.66,170.1,208.81,189.6,235.28,188.65,288.95,190.49,238.61,185.49,258.24,343.26,403.96,238.88,311.51,182.31,269.79,220.37,303.21,195.17,277.27,190.41,257.73,180.29,168.72,198.55,259.5,196.53,242.56,181.03,223.62,180.6,196.4,185.64,227.05,177.42,172.46,208.48,328.12,230.49,283.66,357.17,403.27,196.23,272.05,172.5,228.77,228.67,278.72,204.89,233.24,192.06,201.55,214.72,237.2,208.07,154.74,228.01,355.0,378.53,470.83
2021-06-20,136.84,129.25,185.42,242.78,102.97,106.98,152.92,145.54,120.02,122.14,139.27,160.26,151.77,154.62,178.81,184.61,112.92,131.3,130.65,151.44,125.68,158.89,195.65,204.32,138.4,175.99,143.4,96.54,169.25,152.29,136.99,149.8,147.09,148.33,96.64,48.24,228.64,332.72,141.1,159.49,135.5,145.2,140.89,148.66,137.26,163.05,139.05,155.7,141.07,160.31,300.79,293.98,173.9,183.88,150.0,207.56,185.88,215.26,154.61,186.24,145.1,171.46,141.06,116.32,132.09,146.32,150.39,150.54,136.31,139.6,130.27,109.71,153.78,165.61,136.82,117.72,163.12,219.06,154.2,176.59,307.36,254.11,146.41,165.59,123.15,138.95,141.79,151.71,174.92,150.22,144.28,136.05,173.39,173.78,161.32,114.27,166.85,188.79,338.27,339.49
2021-06-21,160.02,165.08,231.27,283.55,125.1,126.27,161.46,177.38,132.89,133.88,155.21,171.11,164.5,175.0,176.71,219.89,136.07,153.74,154.14,169.32,137.82,161.73,243.1,278.49,159.83,192.4,164.6,120.92,186.15,182.81,162.72,203.51,157.26,179.26,121.83,49.11,234.58,356.15,145.9,170.88,153.35,160.51,160.77,176.2,159.55,222.51,162.1,207.51,155.24,195.36,335.36,374.26,196.44,219.85,169.58,213.0,180.12,228.4,159.06,202.18,164.45,208.34,146.54,120.46,163.45,188.93,184.89,238.4,157.04,166.06,153.62,146.69,182.16,182.48,149.26,126.84,168.44,213.68,187.18,218.37,318.5,342.51,161.75,178.63,144.38,162.5,195.33,232.39,172.26,163.45,152.63,149.31,189.23,190.68,166.65,134.69,183.46,234.02,342.92,416.33
2021-06-22,163.58,177.32,230.13,291.8,127.98,131.04,175.05,196.82,135.07,136.74,160.92,175.94,159.24,168.88,169.98,215.09,137.95,153.65,153.15,171.24,138.61,161.22,242.09,266.33,164.8,204.69,172.98,134.4,184.39,184.57,167.76,214.35,169.45,206.96,130.93,54.89,229.11,353.98,141.52,164.64,152.34,150.36,166.26,187.75,164.74,234.05,164.14,215.03,161.3,205.36,335.68,388.89,196.58,208.85,169.47,209.13,171.88,220.82,152.11,183.34,167.8,213.26,148.16,115.72,157.13,182.62,191.52,234.52,168.66,182.51,165.87,167.08,171.51,185.62,149.93,127.13,167.51,194.69,183.03,216.75,312.6,352.47,171.16,195.09,148.03,170.24,194.34,231.76,173.39,170.68,145.49,144.36,186.69,193.8,170.27,139.01,187.42,247.31,347.73,403.84
2021-06-23,173.72,184.45,229.95,286.03,128.14,131.33,180.02,195.55,138.53,138.99,165.56,179.85,173.16,190.29,184.6,234.65,139.06,154.71,166.2,186.11,139.69,163.78,249.29,275.9,166.56,199.85,175.72,131.91,195.21,192.2,171.91,209.69,174.49,206.28,131.49,57.62,243.01,385.85,158.06,187.86,165.52,184.59,170.44,189.9,169.14,229.37,170.5,221.15,165.39,211.93,345.63,397.43,203.93,209.62,169.74,209.93,186.29,241.12,166.13,212.72,170.11,210.69,161.71,138.86,169.59,197.43,194.67,233.04,170.49,184.02,166.8,168.45,178.88,191.35,164.28,147.35,184.47,233.68,189.85,223.78,323.64,346.39,177.72,204.49,152.34,172.25,201.62,232.59,181.73,169.91,163.11,164.15,191.73,196.63,176.49,150.83,194.31,268.52,351.08,424.09
2021-06-24,186.68,193.2,234.91,281.15,132.31,135.39,193.56,206.28,144.4,145.42,170.49,195.59,183.62,198.35,196.05,239.58,144.84,161.56,172.45,193.78,141.74,167.65,263.13,290.93,170.85,196.65,184.53,135.23,196.71,194.11,177.23,209.23,187.11,215.21,140.64,65.19,255.86,392.98,162.04,189.77,170.68,193.21,177.61,194.89,176.82,239.57,183.57,232.97,172.42,222.54,373.56,417.11,205.33,207.1,176.55,225.66,195.29,248.74,174.24,222.88,176.98,216.93,169.8,146.24,180.59,207.78,204.85,252.44,180.46,195.33,175.57,174.07,187.35,198.54,170.12,151.65,192.55,245.16,203.87,237.63,347.26,370.54,186.67,219.22,160.14,184.49,211.16,246.63,193.98,198.5,167.91,169.62,201.1,207.05,194.47,151.59,194.84,241.95,370.59,440.64
2021-06-25,219.46,224.33,257.72,316.94,144.18,155.98,225.54,243.65,164.43,169.84,187.34,222.11,207.86,227.06,229.98,273.54,162.51,191.4,199.18,238.16,150.35,174.42,291.06,329.44,189.99,247.78,205.24,151.8,232.41,248.44,197.82,245.26,212.87,246.46,161.52,84.81,281.65,460.2,186.85,227.94,185.52,226.75,192.65,213.27,200.81,287.81,219.9,271.15,199.81,268.72,403.85,456.39,245.39,268.54,199.7,277.85,217.91,283.23,196.64,256.91,199.98,262.65,191.12,173.48,202.01,248.07,222.69,273.67,197.49,222.58,200.11,212.68,209.45,224.61,192.9,181.55,210.76,297.42,227.63,275.35,402.83,431.48,211.63,276.33,183.85,223.99,245.65,289.71,216.59,226.98,191.74,196.72,227.74,237.93,223.76,172.12,237.66,355.99,397.81,483.37
2021-06-26,232.88,230.77,238.48,303.39,134.66,153.37,207.37,237.83,159.11,185.28,177.56,240.34,198.45,228.1,237.72,278.93,153.47,196.25,194.35,263.29,147.98,179.93,267.57,318.08,179.07,256.13,195.05,159.99,220.75,256.31,192.01,254.98,203.22,254.74,155.41,95.61,282.65,476.71,184.21,232.5,176.95,245.34,187.34,218.94,183.15,265.36,228.53,275.71,189.39,284.46,377.39,438.3,233.26,269.6,188.07,297.17,221.88,307.32,194.61,273.14,197.17,262.77,186.76,186.14,199.64,269.02,200.96,255.63,194.17,242.42,171.94,202.46,182.36,210.53,185.27,191.65,207.02,330.51,227.75,292.17,378.77,441.73,199.8,290.45,173.94,234.66,226.93,285.74,211.8,248.15,190.26,201.16,215.46,235.94,215.65,171.7,216.78,320.61,393.84,481.15
2021-06-27,156.15,146.01,198.67,258.93,106.87,110.94,157.15,147.6,130.53,140.93,153.45,179.33,168.85,169.94,194.48,206.66,121.99,146.98,147.43,179.15,130.52,159.88,212.6,229.74,150.55,215.86,153.03,102.89,184.98,166.17,146.61,165.35,164.75,169.05,110.48,59.14,257.01,389.47,146.96,171.17,147.02,175.53,154.59,168.83,154.21,198.93,161.1,171.77,153.46,196.01,332.09,322.86,183.15,167.89,161.34,232.86,199.99,234.59,160.74,208.54,158.32,189.32,156.29,163.21,151.2,175.08,162.81,168.7,151.02,159.98,132.2,118.05,158.91,161.13,149.45,133.11,170.78,227.92,172.31,202.84,330.33,290.15,155.8,183.82,131.47,151.91,155.0,172.75,193.59,174.03,154.11,147.42,180.76,185.6,176.66,116.14,187.77,237.86,376.75,357.65
2021-06-28,169.64,176.09,220.83,281.87,123.99,129.57,168.15,184.15,134.0,133.42,168.58,186.36,169.84,181.25,184.94,233.71,138.09,155.26,158.41,174.82,135.62,164.65,239.86,261.59,153.1,178.63,165.56,121.46,184.17,185.08,158.86,194.9,168.61,195.24,125.73,56.77,240.94,356.88,150.54,179.53,156.33,170.49,168.04,182.56,154.63,206.62,167.94,210.27,155.04,195.82,347.95,394.37,191.07,214.16,170.47,218.94,182.11,237.28,163.54,208.95,162.88,203.45,153.91,123.65,163.94,191.9,186.34,230.27,162.13,174.85,151.41,147.29,163.37,162.05,157.08,135.62,180.59,225.0,186.34,219.79,314.05,333.94,167.45,193.58,139.03,155.37,196.7,228.77,180.53,179.89,155.62,155.39,185.7,187.01,175.16,136.51,183.51,235.88,363.0,410.41
2021-06-29,163.37,181.58,230.13,291.84,124.64,127.38,171.06,183.2,134.74,135.04,169.04,182.9,172.38,183.77,181.23,236.17,137.28,149.43,157.68,177.31,139.26,162.12,238.31,261.79,157.97,181.22,168.15,123.71,183.93,178.36,160.16,193.1,169.16,195.78,132.37,55.54,240.48,353.18,153.83,179.71,161.24,169.71,167.0,181.8,163.91,225.84,164.19,208.17,158.02,211.89,340.19,379.98,199.04,220.04,168.21,207.41,182.63,242.65,166.55,210.16,165.06,197.45,156.43,123.5,166.94,193.52,190.44,229.34,165.21,174.29,152.46,148.44,168.68,175.24,160.08,137.23,186.39,226.61,183.97,218.37,309.95,329.46,167.94,188.59,143.77,162.61,195.48,224.15,180.95,173.21,156.43,156.12,184.89,186.4,175.28,141.64,184.19,236.87,348.54,410.92
2021-06-30,172.66,184.88,233.74,298.83,126.58,131.06,175.43,183.07,138.6,136.99,174.39,190.08,175.45,183.32,187.46,233.14,140.45,151.24,167.15,183.13,141.36,160.48,246.76,261.03,166.84,187.95,169.52,119.23,193.98,189.01,162.68,195.62,173.66,197.58,134.94,55.95,240.78,355.87,156.92,177.85,162.41,166.58,177.25,193.86,172.07,233.84,169.5,218.67,160.72,202.32,349.91,392.85,203.95,215.1,174.78,211.54,183.39,222.92,167.83,206.84,173.32,208.85,157.38,120.19,173.07,197.33,195.36,243.98,165.26,174.65,160.87,158.86,174.3,179.0,162.25,137.29,185.89,227.66,191.71,220.72,318.03,332.55,174.52,196.52,150.62,169.0,201.53,229.7,177.82,169.15,162.68,159.44,187.88,189.74,175.73,136.42,197.88,255.99,365.72,461.49
2021-07-01,187.17,184.13,240.59,291.78,132.3,135.96,187.99,186.45,146.28,145.08,181.64,193.84,179.44,185.67,196.81,234.8,146.7,159.18,177.1,192.39,142.92,162.09,260.78,283.05,182.82,220.9,184.65,132.41,205.51,199.72,180.03,219.59,181.58,195.35,145.46,61.93,249.5,372.1,162.73,176.02,166.83,174.1,186.15,205.26,178.84,231.91,184.55,227.03,176.6,224.85,366.62,411.43,214.46,196.44,183.01,217.2,190.31,234.11,164.17,194.53,188.77,226.32,159.61,118.58,180.58,202.07,206.41,237.2,174.87,186.23,164.34,154.6,184.66,187.89,165.74,136.92,185.34,226.75,203.9,226.57,344.4,350.69,179.57,190.1,159.7,178.34,211.44,242.16,196.11,193.81,172.55,159.68,197.93,198.88,193.24,140.62,212.11,288.95,389.83,454.71
2021-07-02,215.69,207.62,252.0,306.29,144.31,154.47,222.43,235.47,162.92,165.82,199.41,241.18,190.87,196.51,241.7,271.53,162.86,187.23,191.45,215.32,152.71,175.91,288.61,301.83,200.35,261.61,211.51,155.03,231.1,225.46,197.21,241.82,214.03,242.0,161.14,74.89,268.33,413.05,182.37,214.83,172.6,178.68,203.86,238.87,187.31,248.48,215.82,266.7,200.54,271.22,396.92,447.53,232.43,223.07,202.43,272.38,211.5,255.52,184.39,239.7,209.61,257.41,172.42,141.73,194.91,231.36,215.72,227.23,197.91,231.67,196.25,193.14,205.34,217.69,185.04,169.91,196.21,266.54,223.42,256.98,380.58,397.94,207.44,251.64,177.86,207.25,231.8,262.95,212.32,227.65,191.62,187.82,219.92,226.72,228.93,171.71,236.3,302.8,425.24,497.27
2021-07-03,207.66,200.43,224.72,289.55,123.14,145.21,191.27,208.79,147.18,173.43,174.82,243.23,169.04,186.8,214.74,284.61,145.67,186.28,178.14,245.3,144.46,177.14,255.7,330.11,178.62,297.69,179.52,142.45,195.16,228.7,166.77,215.91,180.94,226.8,137.39,85.01,262.57,448.01,169.52,219.7,145.49,166.19,179.6,233.79,150.39,229.0,197.77,244.48,172.21,257.17,347.35,400.53,199.24,199.35,190.54,304.72,196.9,261.5,165.63,247.81,187.33,253.74,154.86,141.95,185.84,249.58,156.36,179.25,175.11,225.79,163.11,172.83,173.39,212.41,161.09,164.87,176.17,261.13,219.29,292.54,341.25,374.67,182.41,265.09,155.35,210.62,202.87,271.3,208.11,275.95,179.52,196.48,195.88,231.26,194.22,148.69,207.14,334.26,375.64,460.9
